AScore_Sample58,AScore_Sample59,AScore_Sample60,AScore_Sample61,AScore_Sample62,AScore_Sample63,AScore_Sample64,AScore_Sample65,AScore_Sample66,AScore_Sample67,AScore_Sample68,AScore_Sample69,AScore_Sample70,AScore_Sample71,AScore_Sample72,AScore_Sample73,AScore_Sample74,AScore_Sample75,AScore_Sample76,AScore_Sample77,AScore_Sample78,AScore_Sample79,AScore_Sample80,AScore_Sample81,AScore_Sample82,AScore_Sample83,AScore_Sample84,AScore_Sample157,AScore_Sample158,AScore_Sample159,AScore_Sample160,AScore_Sample161,AScore_Sample162,AScore_Sample163,AScore_Sample164,AScore_Sample165,AScore_Sample166,AScore_Sample167,AScore_Sample168,AScore_Sample169,AScore_Sample170,AScore_Sample171,AScore_Sample172,AScore_Sample173,AScore_Sample174,AScore_Sample175,AScore_Sample176,AScore_Sample177,AScore_Sample178,AScore_Sample179,AScore_Sample180,AScore_Sample181,AScore_Sample182,AScore_Sample183
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1:Propionate labeling reagent light:1000.00;K7:Lactylation:1000.00;R11:Amidation:1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1:Propionate labeling reagent light:133.21;D9:Carbamidomethylation (DHKE  X@N-term):0.00;R11:Amidation:1000.00,NA,NA,NA,NA,NA,E1:Propionate labeling reagent light:111.20;D9:Carbamidomethylation (DHKE  X@N-term):0.00;R11:Amidation:1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1:Carbamylation:123.86;Q4:Deamidation (NQ):1000.00;K7:Propionate labeling reagent light:123.86,NA,E1:Carbamylation:129.72;Q4:Deamidation (NQ):1000.00;K7:Propionate labeling reagent light:129.72,E1:Carbamylation:47.92;Q4:Deamidation (NQ):1000.00;K7:Propionate labeling reagent light:47.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T2:Ubiquitin:5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T2:Ubiquitin:0.00,NA,NA,NA,NA,NA,NA,NA,NA
K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:105.53,K6:Propionate labeling reagent light:142.99,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.54,K6:Propionate labeling reagent light:142.99,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:142.99,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.54,K6:Propionate labeling reagent light:143.55,K6:Propionate labeling reagent light:98.37,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:95.62,K6:Propionate labeling reagent light:142.99,K6:Propionate labeling reagent light:119.54,K6:Propionate labeling reagent light:119.54,K6:Propionate labeling reagent light:119.54,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:130.10,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.54,K6:Propionate labeling reagent light:119.54,K6:Propionate labeling reagent light:98.37,K6:Propionate labeling reagent light:52.68,K6:Propionate labeling reagent light:79.02,K6:Propionate labeling reagent light:105.53,NA,K6:Propionate labeling reagent light:96.93,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:98.37,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:96.93,K6:Propionate labeling reagent light:109.69,K6:Propionate labeling reagent light:142.99,K6:Propionate labeling reagent light:119.54,K6:Propionate labeling reagent light:100.21,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.32,K6:Propionate labeling reagent light:119.54,K6:Propionate labeling reagent light:119.54,K6:Propionate labeling reagent light:119.54,K6:Propionate labeling reagent light:105.53,K6:Propionate labeling reagent light:119.54,K6:Propionate labeling reagent light:98.37
NA,NA,NA,NA,NA,K6:Carboxyethyl:1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K6:Carboxyethyl:1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K6:Carboxyethyl:1000.00,NA,NA,NA,K6:Carboxyethyl:1000.00,K6:Carboxyethyl:1000.00,K6:Carboxyethyl:1000.00,K6:Carboxyethyl:1000.00,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K6:Carbamylation:19.39,NA,NA,NA,NA,NA,K6:Carbamylation:39.44,NA,NA,NA,NA,NA,NA,K6:Carbamylation:19.56,K6:Carbamylation:32.16,NA,K6:Carbamylation:33.75,NA,K6:Carbamylation:80.35,K6:Carbamylation:28.89,NA,K6:Carbamylation:38.86,K6:Carbamylation:96.93,K6:Carbamylation:76.17,K6:Carbamylation:96.93,K6:Carbamylation:46.79,K6:Carbamylation:53.92,K6:Carbamylation:76.17,K6:Carbamylation:76.17,K6:Carbamylation:61.30,K6:Carbamylation:90.99
NA,NA,D7:Carbamidomethylation (DHKE  X@N-term):0.00,NA,NA,NA,NA,D7:Carbamidomethylation (DHKE  X@N-term):0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D7:Carbamidomethylation (DHKE  X@N-term):20.00,D7:Carbamidomethylation (DHKE  X@N-term):11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D7:Carbamidomethylation (DHKE  X@N-term):0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,NA,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,NA,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00
V1:Propionate labeling reagent light:1000.00;K6:Carboxyethyl:1000.00,NA,V1:Propionate labeling reagent light:1000.00;K6:Carboxyethyl:1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Propionate labeling reagent light:1000.00;K6:Carboxyethyl:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Carboxyethyl:1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Propionate labeling reagent light:1000.00;K6:Carboxyethyl:1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Propionate labeling reagent light:1000.00;K6:Carboxyethyl:1000.00,NA,NA,NA,NA,NA,V1:Propionate labeling reagent light:1000.00;K6:Carboxyethyl:1000.00,NA,NA,NA,NA,NA,V1:Propionate labeling reagent light:1000.00;K6:Carboxyethyl:1000.00,V1:Propionate labeling reagent light:1000.00;K6:Carboxyethyl:1000.00
NA,NA,V1:Propionate labeling reagent light:10.19;D7:Carbamidomethylation (DHKE  X@N-term):14.02,NA,NA,NA,V1:Propionate labeling reagent light:76.17;D7:Carbamidomethylation (DHKE  X@N-term):12.28,V1:Propionate labeling reagent light:76.17;D7:Carbamidomethylation (DHKE  X@N-term):7.65,V1:Propionate labeling reagent light:70.86;D7:Carbamidomethylation (DHKE  X@N-term):10.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Propionate labeling reagent light:61.26;D7:Carbamidomethylation (DHKE  X@N-term):11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Propionate labeling reagent light:68.60;D7:Carbamidomethylation (DHKE  X@N-term):0.00,NA
V1:Carbamylation:56.99;K6:Propionate labeling reagent light:56.99,V1:Carbamylation:96.93;K6:Propionate labeling reagent light:96.93,V1:Carbamylation:86.16;K6:Propionate labeling reagent light:86.16,V1:Carbamylation:119.32;K6:Propionate labeling reagent light:119.32,V1:Carbamylation:98.37;K6:Propionate labeling reagent light:98.37,V1:Carbamylation:76.17;K6:Propionate labeling reagent light:76.17,V1:Carbamylation:119.32;K6:Propionate labeling reagent light:119.32,V1:Carbamylation:79.02;K6:Propionate labeling reagent light:79.02,V1:Carbamylation:79.02;K6:Propionate labeling reagent light:79.02,V1:Carbamylation:98.37;K6:Propionate labeling reagent light:98.37,V1:Carbamylation:119.32;K6:Propionate labeling reagent light:119.32,V1:Carbamylation:98.37;K6:Propionate labeling reagent light:98.37,V1:Carbamylation:65.97;K6:Propionate labeling reagent light:65.97,V1:Carbamylation:79.02;K6:Propionate labeling reagent light:79.02,V1:Carbamylation:76.17;K6:Propionate labeling reagent light:76.17,NA,V1:Carbamylation:119.32;K6:Propionate labeling reagent light:119.32,V1:Carbamylation:143.55;K6:Propionate labeling reagent light:143.55,V1:Carbamylation:119.54;K6:Propionate labeling reagent light:119.54,V1:Carbamylation:98.37;K6:Propionate labeling reagent light:98.37,V1:Carbamylation:119.54;K6:Propionate labeling reagent light:119.54,V1:Carbamylation:96.93;K6:Propionate labeling reagent light:96.93,V1:Carbamylation:143.55;K6:Propionate labeling reagent light:143.55,V1:Carbamylation:143.55;K6:Propionate labeling reagent light:143.55,V1:Carbamylation:105.53;K6:Propionate labeling reagent light:105.53,V1:Carbamylation:98.37;K6:Propionate labeling reagent light:98.37,V1:Carbamylation:119.32;K6:Propionate labeling reagent light:119.32,V1:Carbamylation:98.37;K6:Propionate labeling reagent light:98.37,V1:Carbamylation:98.37;K6:Propionate labeling reagent light:98.37,V1:Carbamylation:98.37;K6:Propionate labeling reagent light:98.37,V1:Carbamylation:98.37;K6:Propionate labeling reagent light:98.37,NA,V1:Carbamylation:96.93;K6:Propionate labeling reagent light:96.93,V1:Carbamylation:98.37;K6:Propionate labeling reagent light:98.37,NA,V1:Carbamylation:119.32;K6:Propionate labeling reagent light:119.32,V1:Carbamylation:119.54;K6:Propionate labeling reagent light:119.54,V1:Carbamylation:143.55;K6:Propionate labeling reagent light:143.55,V1:Carbamylation:143.55;K6:Propionate labeling reagent light:143.55,V1:Carbamylation:143.55;K6:Propionate labeling reagent light:143.55,V1:Carbamylation:119.32;K6:Propionate labeling reagent light:119.32,V1:Carbamylation:143.55;K6:Propionate labeling reagent light:143.55,V1:Carbamylation:119.32;K6:Propionate labeling reagent light:119.32,V1:Carbamylation:143.55;K6:Propionate labeling reagent light:143.55,V1:Carbamylation:76.17;K6:Propionate labeling reagent light:76.17,V1:Carbamylation:119.54;K6:Propionate labeling reagent light:119.54,V1:Carbamylation:143.55;K6:Propionate labeling reagent light:143.55,V1:Carbamylation:119.54;K6:Propionate labeling reagent light:119.54,V1:Carbamylation:119.54;K6:Propionate labeling reagent light:119.54,V1:Carbamylation:119.54;K6:Propionate labeling reagent light:119.54,V1:Carbamylation:119.54;K6:Propionate labeling reagent light:119.54,V1:Carbamylation:105.53;K6:Propionate labeling reagent light:105.53,V1:Carbamylation:56.99;K6:Propionate labeling reagent light:56.99,V1:Carbamylation:119.54;K6:Propionate labeling reagent light:119.54
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Carbamylation:1000.00;K6:Acetylation (K):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Carbamylation:1000.00;K6:Carbamylation:1000.00,NA,NA,NA,NA,NA,NA,V1:Carbamylation:1000.00;K6:Carbamylation:1000.00,NA,NA,NA,NA,V1:Carbamylation:1000.00;K6:Carbamylation:1000.00,NA,V1:Carbamylation:1000.00;K6:Carbamylation:1000.00,NA,V1:Carbamylation:1000.00;K6:Carbamylation:1000.00,NA,V1:Carbamylation:1000.00;K6:Carbamylation:1000.00,NA,V1:Carbamylation:1000.00;K6:Carbamylation:1000.00,NA,V1:Carbamylation:1000.00;K6:Carbamylation:1000.00,V1:Carbamylation:1000.00;K6:Carbamylation:1000.00,V1:Carbamylation:1000.00;K6:Carbamylation:1000.00
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Carbamylation:22.57;D7:Carbamidomethylation (DHKE  X@N-term):0.00,V1:Carbamylation:68.60;D7:Carbamidomethylation (DHKE  X@N-term):12.28,NA,NA,NA,V1:Carbamylation:66.90;D7:Carbamidomethylation (DHKE  X@N-term):0.00,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,V1:Biotinylation:76.17;K6:Propionate labeling reagent light:76.17,NA,V1:Biotinylation:61.30;K6:Propionate labeling reagent light:61.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Biotinylation:17.91;K6:Propionate labeling reagent light:17.91,NA,NA,NA,NA,NA
V1:Carbamidomethylation (DHKE  X@N-term):90.99;K6:Propionate labeling reagent light:90.99,V1:Carbamidomethylation (DHKE  X@N-term):68.60;K6:Propionate labeling reagent light:68.60,V1:Carbamidomethylation (DHKE  X@N-term):90.99;K6:Propionate labeling reagent light:90.99,V1:Carbamidomethylation (DHKE  X@N-term):98.37;K6:Propionate labeling reagent light:98.37,V1:Carbamidomethylation (DHKE  X@N-term):96.93;K6:Propionate labeling reagent light:96.93,V1:Carbamidomethylation (DHKE  X@N-term):119.54;K6:Propionate labeling reagent light:119.54,V1:Carbamidomethylation (DHKE  X@N-term):70.86;K6:Propionate labeling reagent light:70.86,V1:Carbamidomethylation (DHKE  X@N-term):83.98;K6:Propionate labeling reagent light:83.98,V1:Carbamidomethylation (DHKE  X@N-term):77.53;K6:Propionate labeling reagent light:77.53,V1:Carbamidomethylation (DHKE  X@N-term):96.93;K6:Propionate labeling reagent light:96.93,V1:Carbamidomethylation (DHKE  X@N-term):99.73;K6:Propionate labeling reagent light:99.73,V1:Carbamidomethylation (DHKE  X@N-term):112.16;K6:Propionate labeling reagent light:112.16,V1:Carbamidomethylation (DHKE  X@N-term):56.99;K6:Propionate labeling reagent light:56.99,V1:Carbamidomethylation (DHKE  X@N-term):90.99;K6:Propionate labeling reagent light:90.99,V1:Carbamidomethylation (DHKE  X@N-term):112.16;K6:Propionate labeling reagent light:112.16,NA,V1:Carbamidomethylation (DHKE  X@N-term):119.54;K6:Propionate labeling reagent light:119.54,V1:Carbamidomethylation (DHKE  X@N-term):119.54;K6:Propionate labeling reagent light:119.54,V1:Carbamidomethylation (DHKE  X@N-term):111.23;K6:Propionate labeling reagent light:111.23,V1:Carbamidomethylation (DHKE  X@N-term):127.18;K6:Propionate labeling reagent light:127.18,V1:Carbamidomethylation (DHKE  X@N-term):10.19;K6:Propionate labeling reagent light:10.19,V1:Carbamidomethylation (DHKE  X@N-term):96.93;K6:Propionate labeling reagent light:96.93,V1:Carbamidomethylation (DHKE  X@N-term):112.16;K6:Propionate labeling reagent light:112.16,V1:Carbamidomethylation (DHKE  X@N-term):99.73;K6:Propionate labeling reagent light:99.73,V1:Carbamidomethylation (DHKE  X@N-term):95.62;K6:Propionate labeling reagent light:95.62,V1:Carbamidomethylation (DHKE  X@N-term):99.73;K6:Propionate labeling reagent light:99.73,V1:Carbamidomethylation (DHKE  X@N-term):72.73;K6:Propionate labeling reagent light:68.87,V1:Carbamidomethylation (DHKE  X@N-term):0.00;K6:Propionate labeling reagent light:5.94,V1:Carbamidomethylation (DHKE  X@N-term):14.47;K6:Propionate labeling reagent light:12.67,V1:Carbamidomethylation (DHKE  X@N-term):6.67;K6:Propionate labeling reagent light:7.38,NA,NA,NA,V1:Carbamidomethylation (DHKE  X@N-term):0.00;K6:Propionate labeling reagent light:0.00,NA,V1:Carbamidomethylation (DHKE  X@N-term):4.05;K6:Propionate labeling reagent light:3.36,V1:Carbamidomethylation (DHKE  X@N-term):19.89;K6:Propionate labeling reagent light:19.89,V1:Carbamidomethylation (DHKE  X@N-term):8.93;K6:Propionate labeling reagent light:7.38,V1:Carbamidomethylation (DHKE  X@N-term):17.91;K6:Propionate labeling reagent light:17.91,V1:Carbamidomethylation (DHKE  X@N-term):12.35;K6:Propionate labeling reagent light:12.35,V1:Carbamidomethylation (DHKE  X@N-term):12.20;K6:Propionate labeling reagent light:9.30,V1:Carbamidomethylation (DHKE  X@N-term):3.36;K6:Propionate labeling reagent light:3.36,V1:Carbamidomethylation (DHKE  X@N-term):7.26;K6:Propionate labeling reagent light:7.26,V1:Carbamidomethylation (DHKE  X@N-term):12.60;K6:Propionate labeling reagent light:12.60,V1:Carbamidomethylation (DHKE  X@N-term):0.00;K6:Propionate labeling reagent light:4.75,V1:Carbamidomethylation (DHKE  X@N-term):43.82;K6:Propionate labeling reagent light:43.82,V1:Carbamidomethylation (DHKE  X@N-term):72.78;K6:Propionate labeling reagent light:72.78,V1:Carbamidomethylation (DHKE  X@N-term):56.99;K6:Propionate labeling reagent light:56.99,V1:Carbamidomethylation (DHKE  X@N-term):23.70;K6:Propionate labeling reagent light:23.70,V1:Carbamidomethylation (DHKE  X@N-term):61.30;K6:Propionate labeling reagent light:61.30,V1:Carbamidomethylation (DHKE  X@N-term):68.60;K6:Propionate labeling reagent light:68.60,V1:Carbamidomethylation (DHKE  X@N-term):23.70;K6:Propionate labeling reagent light:23.70,V1:Carbamidomethylation (DHKE  X@N-term):39.44;K6:Propionate labeling reagent light:39.44,V1:Carbamidomethylation (DHKE  X@N-term):58.00;K6:Propionate labeling reagent light:58.00
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T2:Dehydration:17.32;K6:Propionate labeling reagent light:12.35,NA,NA,T2:Dehydration:25.91;K6:Propionate labeling reagent light:19.39,T2:Dehydration:12.60;K6:Propionate labeling reagent light:15.48,T2:Dehydration:39.44;K6:Propionate labeling reagent light:19.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:122.18,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:100.21,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:81.69,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:89.05,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:95.62,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:107.29,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:73.54,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:95.62,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:107.29,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:107.29,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:98.37,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.85,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:107.29,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:107.29,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:98.37,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:105.53,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:98.37,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:65.44,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:77.53,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,NA,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:87.95,NA,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:76.17,NA,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:81.69,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:95.62,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:86.16,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:76.17,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:95.62,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:107.29,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:84.49,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:98.37,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:98.37,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:98.37,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:119.54,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:86.16,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:98.37
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M4:Oxidation (M):1000.00;D7:Carbamidomethylation (DHKE  X@N-term):0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
